"symbol"	"ensembl"	"cluster"
"2658"	"TIMM21"	"ENSG00000075336.7"	117
"2659"	"SKI"	"ENSG00000157933.9"	109
"2660"	"CBFB"	"ENSG00000067955.9"	113
"2661"	"KCNC2"	"ENSG00000166006.8"	22
"2662"	"GPRC5C"	"ENSG00000170412.12"	106
"2663"	"ZNF561"	"ENSG00000171469.6"	121
"2664"	"HDAC4"	"ENSG00000068024.12"	17
"2665"	"WFS1"	"ENSG00000109501.9"	108
"2666"	"RNF144A-AS1"	"ENSG00000228203.1"	23
"2667"	"SNX11"	"ENSG00000002919.10"	63
"2668"	"ZNF500"	"ENSG00000103199.9"	1
"2669"	"ZBTB40"	"ENSG00000184677.12"	119
"2670"	"TMEM107"	"ENSG00000179029.10"	163
"2671"	"FBXL3"	"ENSG00000005812.6"	118
"2672"	"STAM"	"ENSG00000136738.9"	127
"2673"	"MARCH8"	"ENSG00000165406.9"	109
"2674"	"SNN"	"ENSG00000184602.5"	119
"2675"	"ARC"	"ENSG00000198576.2"	19
"2676"	"ARPC5"	"ENSG00000162704.10"	118
"2677"	"FAM84B"	"ENSG00000168672.3"	110
"2678"	"ASPA"	"ENSG00000108381.6"	110
"2679"	"BCHE"	"ENSG00000114200.5"	111
"2680"	"CIC"	"ENSG00000079432.2"	7
"2681"	"GPR37L1"	"ENSG00000170075.7"	108
"2682"	"GRAMD1B"	"ENSG00000023171.10"	16
"2683"	"CEP19"	"ENSG00000174007.7"	17
"2684"	"C18orf1"	"ENSG00000168675.13"	110
"2685"	"AL358813.2"	"ENSG00000203815.2"	17
"2686"	"ORAI2"	"ENSG00000160991.10"	17
"2687"	"PHF7"	"ENSG00000010318.14"	13
"2688"	"GNL3L"	"ENSG00000130119.11"	5
"2689"	"TTC40"	"ENSG00000171811.7"	1
"2690"	"FRMPD4"	"ENSG00000169933.8"	21
"2691"	"VWF"	"ENSG00000110799.9"	113
"2692"	"C16orf7"	"ENSG00000075399.8"	1
"2693"	"UGDH"	"ENSG00000109814.7"	113
"2694"	"RP11-259G18.2"	"ENSG00000262500.1"	3
"2695"	"LTV1"	"ENSG00000135521.8"	14
"2696"	"C6orf106"	"ENSG00000196821.5"	201
"2697"	"THRA"	"ENSG00000126351.8"	108
"2698"	"RP11-43F13.1"	"ENSG00000188002.6"	121
"2699"	"CNTN1"	"ENSG00000018236.9"	121
"2700"	"SULT1A4"	"ENSG00000213648.6"	17
"2701"	"NOTCH4"	"ENSG00000204301.5"	5
"2702"	"CORO2A"	"ENSG00000106789.8"	12
"2703"	"LZIC"	"ENSG00000162441.6"	118
"2704"	"SEPT2"	"ENSG00000168385.13"	107
"2705"	"APCDD1"	"ENSG00000154856.7"	108
"2706"	"APOC1"	"ENSG00000130208.5"	8
"2707"	"RP13-895J2.7"	"ENSG00000255916.1"	12
"2708"	"SOGA3"	"ENSG00000214338.6"	249
"2709"	"MUC12"	"ENSG00000205277.5"	12
"2710"	"NOS2"	"ENSG00000007171.12"	12
"2711"	"SCARNA9"	"ENSG00000254911.1"	8
"2712"	"YIF1B"	"ENSG00000167645.12"	4
"2713"	"GGH"	"ENSG00000137563.6"	144
"2714"	"TM6SF1"	"ENSG00000136404.11"	22
"2715"	"FAN1"	"ENSG00000198690.5"	118
"2716"	"SGPP2"	"ENSG00000163082.9"	119
"2717"	"CDK9"	"ENSG00000136807.6"	3
"2718"	"ADC"	"ENSG00000142920.12"	13
"2719"	"PPM1L"	"ENSG00000163590.9"	125
"2720"	"SH3BP4"	"ENSG00000130147.11"	110
"2721"	"SP1"	"ENSG00000185591.5"	111
"2722"	"SNAP47"	"ENSG00000143740.9"	16
"2723"	"TSEN34"	"ENSG00000170892.6"	106
"2724"	"FAM212A"	"ENSG00000185614.4"	1
"2725"	"FAM135B"	"ENSG00000147724.7"	233
"2726"	"SULF1"	"ENSG00000137573.9"	243
"2727"	"SEC24B"	"ENSG00000138802.6"	121
"2728"	"DYNLRB1"	"ENSG00000125971.12"	17
"2729"	"PCNP"	"ENSG00000081154.7"	121
"2730"	"TMEM57"	"ENSG00000204178.5"	17
"2731"	"VPREB3"	"ENSG00000128218.7"	1
"2732"	"AC011897.1"	"ENSG00000265629.1"	14
"2733"	"SRSF1"	"ENSG00000136450.7"	111
"2734"	"CYBA"	"ENSG00000051523.6"	116
"2735"	"CCDC84"	"ENSG00000186166.3"	2
"2736"	"SLC26A4"	"ENSG00000091137.6"	13
"2737"	"EDIL3"	"ENSG00000164176.8"	110
"2738"	"STAG2"	"ENSG00000101972.14"	111
"2739"	"CHMP4B"	"ENSG00000101421.3"	126
"2740"	"ZC3H6"	"ENSG00000188177.9"	10
"2741"	"EIF4G2"	"ENSG00000110321.10"	118
"2742"	"ISYNA1"	"ENSG00000105655.11"	7
"2743"	"SH3BP2"	"ENSG00000087266.11"	115
"2744"	"PELI3"	"ENSG00000174516.10"	14
"2745"	"HERPUD1"	"ENSG00000051108.10"	117
"2746"	"PER3"	"ENSG00000049246.9"	107
"2747"	"AGPAT6"	"ENSG00000158669.7"	99
"2748"	"GALNT2"	"ENSG00000143641.8"	113
"2749"	"C12orf4"	"ENSG00000047621.7"	194
"2750"	"RP5-827C21.4"	"ENSG00000231663.1"	3
"2751"	"CENPT"	"ENSG00000102901.8"	4
"2752"	"TSHZ3"	"ENSG00000121297.6"	21
"2753"	"C8orf76"	"ENSG00000189376.7"	117
"2754"	"TMEM232"	"ENSG00000186952.10"	12
"2755"	"RGS14"	"ENSG00000169220.13"	17
"2756"	"THAP9-AS1"	"ENSG00000251022.1"	122
"2757"	"CASP7"	"ENSG00000165806.13"	113
"2758"	"MXD4"	"ENSG00000123933.10"	5
"2759"	"CIR1"	"ENSG00000138433.10"	8
"2760"	"SNX2"	"ENSG00000205302.2"	117
"2761"	"C1QTNF6"	"ENSG00000133466.9"	6
"2762"	"WDR46"	"ENSG00000227057.2"	12
"2763"	"EFNB3"	"ENSG00000108947.4"	23
"2764"	"DGKZ"	"ENSG00000149091.10"	61
"2765"	"IDH1-AS1"	"ENSG00000231908.1"	257
"2766"	"SDHAP3"	"ENSG00000185986.9"	122
"2767"	"PGS1"	"ENSG00000087157.13"	117
"2768"	"ARHGAP17"	"ENSG00000140750.12"	8
"2769"	"AC004980.7"	"ENSG00000205485.9"	12
"2770"	"LHX2"	"ENSG00000106689.6"	108
"2771"	"HLA-DRB1"	"ENSG00000196126.6"	116
"2772"	"C7orf61"	"ENSG00000185955.4"	114
"2773"	"HN1"	"ENSG00000189159.10"	19
"2774"	"BECN1"	"ENSG00000126581.8"	121
"2775"	"WWC1"	"ENSG00000113645.8"	107
"2776"	"KCNK9"	"ENSG00000169427.2"	19
"2777"	"AC016747.3"	"ENSG00000212978.4"	2
"2778"	"EMC8"	"ENSG00000131148.3"	113
"2779"	"PWP2"	"ENSG00000241945.2"	9
"2780"	"HDDC2"	"ENSG00000111906.12"	123
"2781"	"SUSD5"	"ENSG00000173705.4"	178
"2782"	"CHRM3"	"ENSG00000133019.7"	16
"2783"	"RP5-1021I20.1"	"ENSG00000259065.1"	106
"2784"	"GPR108"	"ENSG00000125734.8"	8
"2785"	"MRPS10"	"ENSG00000048544.5"	14
"2786"	"OPRL1"	"ENSG00000125510.11"	19
"2787"	"MRPL4"	"ENSG00000105364.9"	233
"2788"	"CREB1"	"ENSG00000118260.9"	117
"2789"	"RP11-159D12.5"	"ENSG00000266086.1"	3
"2790"	"UBE3C"	"ENSG00000009335.13"	121
"2791"	"SNX15"	"ENSG00000110025.7"	7
"2792"	"C1orf233"	"ENSG00000228594.1"	1
"2793"	"SNX25"	"ENSG00000109762.11"	119
"2794"	"FYTTD1"	"ENSG00000122068.6"	118
"2795"	"COLQ"	"ENSG00000206561.6"	12
"2796"	"KIAA1033"	"ENSG00000136051.9"	111
"2797"	"SNRPD1"	"ENSG00000167088.5"	14
"2798"	"DYSF"	"ENSG00000135636.8"	110
"2799"	"TRIL"	"ENSG00000176734.3"	2
"2800"	"MFSD11"	"ENSG00000092931.7"	109
"2801"	"FUK"	"ENSG00000157353.12"	2
"2802"	"MPND"	"ENSG00000008382.10"	12
"2803"	"C8orf58"	"ENSG00000241852.5"	5
"2804"	"DPY19L2"	"ENSG00000177990.7"	174
"2805"	"CASP3"	"ENSG00000164305.13"	7
"2806"	"DDOST"	"ENSG00000244038.2"	123
"2807"	"AMDHD2"	"ENSG00000162066.10"	1
"2808"	"CCAR1"	"ENSG00000060339.8"	10
"2809"	"ALDH9A1"	"ENSG00000143149.8"	107
"2810"	"SF1"	"ENSG00000168066.16"	121
"2811"	"HAUS7"	"ENSG00000213397.5"	3
"2812"	"MED25"	"ENSG00000104973.9"	4
"2813"	"C11orf96"	"ENSG00000187479.4"	5
"2814"	"DCAF17"	"ENSG00000115827.9"	118
"2815"	"NUS1"	"ENSG00000153989.7"	117
"2816"	"PAPSS1"	"ENSG00000138801.4"	126
"2817"	"FARP2"	"ENSG00000006607.8"	8
"2818"	"PUSL1"	"ENSG00000169972.7"	4
"2819"	"AF001548.5"	"ENSG00000263335.1"	11
"2820"	"TMEM88"	"ENSG00000167874.6"	2
"2821"	"ANKRD20A11P"	"ENSG00000215559.4"	10
"2822"	"SRI"	"ENSG00000075142.9"	107
"2823"	"FRZB"	"ENSG00000162998.4"	121
"2824"	"MYO1E"	"ENSG00000157483.4"	8
"2825"	"MTA2"	"ENSG00000149480.2"	114
"2826"	"C9orf40"	"ENSG00000135045.6"	233
"2827"	"EXOC6B"	"ENSG00000144036.10"	121
"2828"	"VIPR1"	"ENSG00000114812.8"	12
"2829"	"AEBP2"	"ENSG00000139154.10"	7
"2830"	"PRKCB"	"ENSG00000166501.8"	21
"2831"	"SUCLG1"	"ENSG00000163541.7"	126
"2832"	"CXXC5"	"ENSG00000171604.7"	19
"2833"	"SLC25A4"	"ENSG00000151729.5"	126
"2834"	"MRFAP1"	"ENSG00000179010.10"	123
"2835"	"SCLY"	"ENSG00000132330.12"	119
"2836"	"SLC2A3"	"ENSG00000059804.11"	19
"2837"	"ZNF471"	"ENSG00000196263.3"	107
"2838"	"SNX29"	"ENSG00000048471.8"	106
"2839"	"TRIOBP"	"ENSG00000100106.15"	108
"2840"	"AL161915.1"	"ENSG00000212670.1"	4
"2841"	"WDFY2"	"ENSG00000139668.5"	111
"2842"	"SMEK1"	"ENSG00000100796.13"	109
"2843"	"CD40"	"ENSG00000101017.9"	114
"2844"	"FBLL1"	"ENSG00000188573.6"	16
"2845"	"TAF6L"	"ENSG00000162227.3"	2
"2846"	"ADCK5"	"ENSG00000173137.6"	4
"2847"	"TYW1"	"ENSG00000198874.7"	122
"2848"	"RASL10B"	"ENSG00000141150.3"	17
"2849"	"GLUL"	"ENSG00000135821.11"	107
"2850"	"PSMD11"	"ENSG00000108671.5"	118
"2851"	"PAFAH1B1"	"ENSG00000007168.6"	125
"2852"	"TRMT1L"	"ENSG00000121486.7"	117
"2853"	"B4GALT3"	"ENSG00000158850.10"	119
"2854"	"EGR3"	"ENSG00000179388.8"	23
"2855"	"DNAJC14"	"ENSG00000135392.11"	118
"2856"	"RNF144A"	"ENSG00000151692.10"	118
"2857"	"ATF2"	"ENSG00000115966.11"	207
"2858"	"PHLDA3"	"ENSG00000174307.5"	5
"2859"	"CNTN3"	"ENSG00000113805.8"	125
"2860"	"ING3"	"ENSG00000071243.11"	122
"2861"	"TESC"	"ENSG00000088992.13"	14
"2862"	"ZNF250"	"ENSG00000196150.8"	119
"2863"	"CAMSAP2"	"ENSG00000118200.10"	21
"2864"	"SRD5A1"	"ENSG00000145545.7"	14
"2865"	"C8orf42"	"ENSG00000180190.7"	122
"2866"	"HSBP1L1"	"ENSG00000226742.3"	114
"2867"	"CHGA"	"ENSG00000100604.7"	17
"2868"	"PLAT"	"ENSG00000104368.13"	113
"2869"	"MFSD6"	"ENSG00000151690.10"	187
"2870"	"DNAJC10"	"ENSG00000077232.11"	122
"2871"	"FAM126B"	"ENSG00000155744.4"	19
"2872"	"NDFIP2"	"ENSG00000102471.9"	22
"2873"	"RBM11"	"ENSG00000185272.9"	13
"2874"	"RP3-412A9.10"	"ENSG00000248603.1"	114
"2875"	"MT-CYB"	"ENSG00000198727.2"	257
"2876"	"DCHS1"	"ENSG00000166341.6"	108
"2877"	"GNL1"	"ENSG00000204590.8"	125
"2878"	"DDR1"	"ENSG00000204580.7"	107
"2879"	"PALM2"	"ENSG00000243444.3"	17
"2880"	"TLE3"	"ENSG00000140332.11"	115
"2881"	"EML6"	"ENSG00000214595.6"	12
"2882"	"FASTKD3"	"ENSG00000124279.7"	13
"2883"	"C3orf38"	"ENSG00000179021.4"	117
"2884"	"STMN4"	"ENSG00000015592.12"	14
"2885"	"TBC1D2B"	"ENSG00000167202.6"	5
"2886"	"SPTSSB"	"ENSG00000196542.4"	22
"2887"	"PCDHGA3"	"ENSG00000254245.1"	106
"2888"	"HPS3"	"ENSG00000163755.4"	114
"2889"	"GLRX"	"ENSG00000173221.9"	234
"2890"	"FAM212B"	"ENSG00000197852.7"	16
"2891"	"RP11-206L10.5"	"ENSG00000240618.1"	253
"2892"	"RPL27A"	"ENSG00000166441.8"	8
"2893"	"HYAL3"	"ENSG00000186792.11"	17
"2894"	"GTF2B"	"ENSG00000137947.7"	126
"2895"	"PLK1"	"ENSG00000166851.10"	6
"2896"	"RBBP6"	"ENSG00000122257.14"	9
"2897"	"AIFM3"	"ENSG00000183773.10"	108
"2898"	"PSME4"	"ENSG00000068878.10"	113
"2899"	"LRCH3"	"ENSG00000186001.8"	109
"2900"	"SBK1"	"ENSG00000188322.4"	19
"2901"	"OTUD6B"	"ENSG00000155100.6"	118
"2902"	"NOS1AP"	"ENSG00000198929.8"	16
"2903"	"SCAPER"	"ENSG00000140386.8"	9
"2904"	"MTPN"	"ENSG00000105887.10"	125
"2905"	"RP11-795F19.5"	"ENSG00000267127.1"	3
"2906"	"CDK5R2"	"ENSG00000171450.4"	12
"2907"	"CSTF2"	"ENSG00000101811.8"	122
"2908"	"ZNF532"	"ENSG00000074657.9"	111
"2909"	"UBE2F"	"ENSG00000184182.14"	117
"2910"	"ZNF195"	"ENSG00000005801.11"	257
"2911"	"C17orf96"	"ENSG00000179294.5"	19
"2912"	"AC007000.10"	"ENSG00000225726.1"	8
"2913"	"B4GALT5"	"ENSG00000158470.5"	233
"2914"	"NPR2"	"ENSG00000159899.10"	6
"2915"	"AC068499.6"	"ENSG00000250638.1"	125
"2916"	"DYNLT3"	"ENSG00000165169.6"	127
"2917"	"ADPGK"	"ENSG00000159322.12"	3
"2918"	"C15orf59"	"ENSG00000205363.4"	85
"2919"	"SLC35C1"	"ENSG00000181830.6"	119
"2920"	"GAPDH"	"ENSG00000111640.9"	23
"2921"	"NDUFA6"	"ENSG00000184983.4"	123
"2922"	"CD47"	"ENSG00000196776.10"	125
"2923"	"RP11-1348G14.1"	"ENSG00000240634.1"	4
"2924"	"S1PR1"	"ENSG00000170989.8"	107
"2925"	"CUL7"	"ENSG00000044090.4"	18
"2926"	"PAPD4"	"ENSG00000164329.9"	122
"2927"	"P2RY11"	"ENSG00000244165.1"	4
"2928"	"DNAJC19"	"ENSG00000205981.2"	126
"2929"	"SLX1B"	"ENSG00000181625.13"	106
"2930"	"PLIN5"	"ENSG00000214456.4"	108
"2931"	"SLC9A5"	"ENSG00000135740.12"	16
"2932"	"MBD1"	"ENSG00000141644.13"	119
"2933"	"WBP4"	"ENSG00000120688.7"	10
"2934"	"ANXA7"	"ENSG00000138279.10"	122
"2935"	"AAMP"	"ENSG00000127837.5"	123
"2936"	"STAG3L4"	"ENSG00000106610.10"	127
"2937"	"RPL21P44"	"ENSG00000229585.3"	10
"2938"	"TMEM123"	"ENSG00000152558.10"	111
"2939"	"COL18A1"	"ENSG00000182871.10"	5
"2940"	"DYNLRB2"	"ENSG00000168589.10"	2
"2941"	"SAR1A"	"ENSG00000079332.8"	123
"2942"	"IFT52"	"ENSG00000101052.8"	257
"2943"	"PRR24"	"ENSG00000257704.1"	4
"2944"	"YIPF3"	"ENSG00000137207.6"	123
"2945"	"SPIN2B"	"ENSG00000186787.7"	14
"2946"	"PTCH1"	"ENSG00000185920.10"	108
"2947"	"PRPSAP2"	"ENSG00000141127.9"	123
"2948"	"STX1B"	"ENSG00000099365.5"	12
"2949"	"NASP"	"ENSG00000132780.12"	8
"2950"	"SYNGR3"	"ENSG00000127561.9"	16
"2951"	"SMPD1"	"ENSG00000166311.5"	5
"2952"	"RP1-211D12.3"	"ENSG00000240848.1"	4
"2953"	"TMEM69"	"ENSG00000159596.6"	123
"2954"	"FAM214A"	"ENSG00000047346.8"	110
"2955"	"MGAT5"	"ENSG00000152127.4"	119
"2956"	"AP006621.1"	"ENSG00000177236.3"	12
"2957"	"SRP68"	"ENSG00000167881.9"	126
"2958"	"GPR137C"	"ENSG00000180998.7"	125
"2959"	"HSPB8"	"ENSG00000152137.2"	113
"2960"	"DTNB"	"ENSG00000138101.14"	1
"2961"	"RAB20"	"ENSG00000139832.3"	115
"2962"	"RP11-302B13.1"	"ENSG00000239617.1"	14
"2963"	"HSD3B7"	"ENSG00000099377.9"	115
"2964"	"NNMT"	"ENSG00000166741.3"	1
"2965"	"C9orf16"	"ENSG00000171159.4"	4
"2966"	"MSANTD3-TMEFF1"	"ENSG00000251349.3"	21
"2967"	"AJ006998.2"	"ENSG00000229425.1"	8
"2968"	"CA10"	"ENSG00000154975.9"	22
"2969"	"RNF20"	"ENSG00000155827.6"	107
"2970"	"RING1"	"ENSG00000204227.4"	5
"2971"	"EPB41L3"	"ENSG00000082397.11"	131
"2972"	"CPNE4"	"ENSG00000196353.7"	22
"2973"	"CCDC9"	"ENSG00000105321.7"	115
"2974"	"CYB5D2"	"ENSG00000167740.4"	122
"2975"	"ELFN2"	"ENSG00000166897.9"	16
"2976"	"YIPF2"	"ENSG00000130733.6"	18
"2977"	"POLR2A"	"ENSG00000181222.10"	121
"2978"	"RP11-262H14.3"	"ENSG00000234665.2"	2
"2979"	"FAM69A"	"ENSG00000154511.7"	126
"2980"	"UQCRH"	"ENSG00000173660.7"	126
"2981"	"ATP5D"	"ENSG00000099624.3"	1
"2982"	"TRIM59"	"ENSG00000213186.3"	110
"2983"	"PDCD2L"	"ENSG00000126249.2"	12
"2984"	"DNAJC11"	"ENSG00000007923.11"	1
"2985"	"CTB-134H23.1"	"ENSG00000196993.4"	6
"2986"	"EIF2C2"	"ENSG00000123908.7"	111
"2987"	"CKAP2"	"ENSG00000136108.9"	125
"2988"	"PPP1R14A"	"ENSG00000167641.6"	2
"2989"	"RP11-877E17.2"	"ENSG00000246695.3"	2
"2990"	"CX3CL1"	"ENSG00000006210.6"	18
"2991"	"RP11-465B22.3"	"ENSG00000217801.4"	46
"2992"	"GZF1"	"ENSG00000125812.11"	118
"2993"	"TRIM68"	"ENSG00000167333.8"	117
"2994"	"TBXAS1"	"ENSG00000059377.10"	116
"2995"	"HPS1"	"ENSG00000107521.14"	12
"2996"	"PDGFA"	"ENSG00000197461.8"	115
"2997"	"CKLF"	"ENSG00000217555.7"	116
"2998"	"OTOS"	"ENSG00000178602.3"	5
"2999"	"ELAVL2"	"ENSG00000107105.9"	21
"3000"	"MLL"	"ENSG00000118058.15"	9
"3001"	"PPP2CA"	"ENSG00000113575.5"	125
"3002"	"IMPAD1"	"ENSG00000104331.4"	145
"3003"	"PBRM1"	"ENSG00000163939.14"	9
"3004"	"AGAP10"	"ENSG00000204172.7"	2
"3005"	"SMC3"	"ENSG00000108055.9"	109
"3006"	"RIPK2"	"ENSG00000104312.6"	117
"3007"	"GMEB2"	"ENSG00000101216.6"	4
"3008"	"ZNF512B"	"ENSG00000196700.3"	1
"3009"	"ZNF280B"	"ENSG00000198477.3"	17
"3010"	"PCED1B-AS1"	"ENSG00000247774.2"	116
"3011"	"CSRNP2"	"ENSG00000110925.2"	125
"3012"	"ZNF589"	"ENSG00000164048.9"	121
"3013"	"HEATR5A"	"ENSG00000129493.10"	111
"3014"	"MFI2"	"ENSG00000163975.7"	12
"3015"	"HECTD2"	"ENSG00000165338.11"	186
"3016"	"ALDH4A1"	"ENSG00000159423.12"	108
"3017"	"RPS12"	"ENSG00000112306.7"	113
"3018"	"RAB32"	"ENSG00000118508.4"	116
"3019"	"CDH11"	"ENSG00000140937.9"	107
"3020"	"RNF141"	"ENSG00000110315.2"	107
"3021"	"RP11-1134I14.8"	"ENSG00000255366.1"	203
"3022"	"USF2"	"ENSG00000105698.9"	109
"3023"	"HADH"	"ENSG00000138796.10"	107
"3024"	"MANBAL"	"ENSG00000101363.8"	13
"3025"	"NANS"	"ENSG00000095380.10"	14
"3026"	"PDAP1"	"ENSG00000106244.8"	122
"3027"	"BAX"	"ENSG00000087088.14"	116
"3028"	"CYB5D1"	"ENSG00000182224.6"	119
"3029"	"LRRC42"	"ENSG00000116212.10"	113
"3030"	"YTHDF3"	"ENSG00000185728.11"	118
"3031"	"CD302"	"ENSG00000241399.2"	107
"3032"	"SETX"	"ENSG00000107290.9"	107
"3033"	"RPL31"	"ENSG00000071082.5"	123
"3034"	"KCNJ8"	"ENSG00000121361.2"	113
"3035"	"DGKD"	"ENSG00000077044.5"	121
"3036"	"PLD1"	"ENSG00000075651.11"	110
"3037"	"AGRN"	"ENSG00000188157.9"	65
"3038"	"SULT4A1"	"ENSG00000130540.9"	22
"3039"	"RAB30"	"ENSG00000137502.4"	108
"3040"	"EI24"	"ENSG00000149547.9"	91
"3041"	"C1orf216"	"ENSG00000142686.7"	23
"3042"	"ACOX2"	"ENSG00000168306.8"	108
"3043"	"RP11-307B6.3"	"ENSG00000223774.1"	2
"3044"	"PTPRN2"	"ENSG00000155093.13"	125
"3045"	"ZMYND8"	"ENSG00000101040.14"	6
"3046"	"PMM1"	"ENSG00000100417.7"	123
"3047"	"RPTOR"	"ENSG00000141564.9"	119
"3048"	"SRSF10"	"ENSG00000188529.9"	111
"3049"	"WDFY1"	"ENSG00000085449.10"	118
"3050"	"NREP"	"ENSG00000134986.9"	22
"3051"	"TSPAN7"	"ENSG00000156298.8"	122
"3052"	"PPIH"	"ENSG00000171960.6"	13
"3053"	"CXorf69"	"ENSG00000184785.4"	106
"3054"	"ARMCX4"	"ENSG00000196440.7"	3
"3055"	"SLC46A1"	"ENSG00000076351.8"	107
"3056"	"PLAUR"	"ENSG00000011422.6"	115
"3057"	"SURF6"	"ENSG00000148296.5"	86
"3058"	"LRP6"	"ENSG00000070018.4"	110
"3059"	"PIP5K1A"	"ENSG00000143398.14"	2
"3060"	"RBM3"	"ENSG00000102317.13"	122
"3061"	"BEX4"	"ENSG00000102409.9"	14
"3062"	"ALAD"	"ENSG00000148218.11"	107
"3063"	"FAM122A"	"ENSG00000187866.6"	126
"3064"	"WTIP"	"ENSG00000142279.7"	70
"3065"	"ACTG1"	"ENSG00000184009.4"	122
"3066"	"FAM171A1"	"ENSG00000148468.12"	119
"3067"	"FDX1"	"ENSG00000137714.2"	117
"3068"	"WDR48"	"ENSG00000114742.9"	118
"3069"	"ADORA1"	"ENSG00000163485.11"	18
"3070"	"CSRP1"	"ENSG00000159176.9"	109
"3071"	"CTD-2336O2.1"	"ENSG00000253982.1"	106
"3072"	"RP11-151N17.2"	"ENSG00000179523.4"	13
"3073"	"MFSD12"	"ENSG00000161091.8"	4
"3074"	"C1orf31"	"ENSG00000168275.10"	17
"3075"	"BUD31"	"ENSG00000106245.5"	4
"3076"	"CD22"	"ENSG00000012124.9"	110
"3077"	"NBAS"	"ENSG00000151779.8"	4
"3078"	"TXLNA"	"ENSG00000084652.11"	114
"3079"	"ZNF688"	"ENSG00000229809.4"	4
"3080"	"FAM108A1"	"ENSG00000129968.11"	7
"3081"	"MAPKAPK3"	"ENSG00000114738.6"	107
"3082"	"H2AFZ"	"ENSG00000164032.7"	117
"3083"	"CDC40"	"ENSG00000168438.8"	13
"3084"	"DPM3"	"ENSG00000179085.7"	3
"3085"	"CDC5L"	"ENSG00000096401.7"	21
"3086"	"FAM198B"	"ENSG00000164125.11"	107
"3087"	"RNF38"	"ENSG00000137075.12"	125
"3088"	"ZBTB17"	"ENSG00000116809.7"	4
"3089"	"ZNF37BP"	"ENSG00000234420.2"	122
"3090"	"CCZ1"	"ENSG00000122674.8"	122
"3091"	"AL139385.1"	"ENSG00000255831.1"	8
"3092"	"UPK3BL"	"ENSG00000267368.1"	1
"3093"	"WIPI1"	"ENSG00000070540.8"	114
"3094"	"RHOBTB1"	"ENSG00000072422.12"	257
"3095"	"NENF"	"ENSG00000117691.5"	3
"3096"	"ARID5B"	"ENSG00000150347.10"	9
"3097"	"DPY19L2P1"	"ENSG00000189212.8"	22
"3098"	"ZNF568"	"ENSG00000198453.8"	118
"3099"	"CHAF1A"	"ENSG00000167670.11"	1
"3100"	"PPP1CA"	"ENSG00000172531.10"	70
"3101"	"PCCA"	"ENSG00000175198.10"	3
"3102"	"CTB-89H12.4"	"ENSG00000230551.3"	4
"3103"	"IL17RE"	"ENSG00000163701.14"	1
"3104"	"UBAP2"	"ENSG00000137073.15"	2
"3105"	"DOK3"	"ENSG00000146094.9"	30
"3106"	"SESN2"	"ENSG00000130766.4"	17
"3107"	"CTD-2339L15.1"	"ENSG00000245849.2"	2
"3108"	"INO80B"	"ENSG00000115274.10"	1
"3109"	"C19orf6"	"ENSG00000182087.7"	5
"3110"	"FUT11"	"ENSG00000196968.4"	109
"3111"	"DUSP9"	"ENSG00000130829.12"	5
"3112"	"RNFT1"	"ENSG00000189050.10"	123
"3113"	"USB1"	"ENSG00000103005.6"	17
"3114"	"CECR1"	"ENSG00000093072.10"	106
"3115"	"REPS2"	"ENSG00000169891.13"	23
"3116"	"TM9SF4"	"ENSG00000101337.11"	14
"3117"	"ASXL1"	"ENSG00000171456.12"	111
"3118"	"ANP32B"	"ENSG00000136938.7"	110
"3119"	"ZNF738"	"ENSG00000172687.8"	2
"3120"	"RBPMS"	"ENSG00000157110.11"	115
"3121"	"GHDC"	"ENSG00000167925.11"	7
"3122"	"ZNF281"	"ENSG00000162702.6"	118
"3123"	"CXorf23"	"ENSG00000173681.11"	2
"3124"	"RPL13P5"	"ENSG00000240370.1"	5
"3125"	"PRKAG2"	"ENSG00000106617.8"	23
"3126"	"ZFR2"	"ENSG00000105278.6"	19
"3127"	"DHRS4"	"ENSG00000157326.14"	114
"3128"	"RNF111"	"ENSG00000157450.11"	119
"3129"	"TTC31"	"ENSG00000115282.15"	109
"3130"	"LBH"	"ENSG00000213626.7"	128
"3131"	"MPP6"	"ENSG00000105926.9"	9
"3132"	"PPIL1"	"ENSG00000137168.7"	117
"3133"	"NOL7"	"ENSG00000225921.2"	123
"3134"	"CFL1"	"ENSG00000172757.7"	233
"3135"	"PACSIN3"	"ENSG00000165912.11"	110
"3136"	"GUSBP9"	"ENSG00000215630.5"	110
"3137"	"B3GALT4"	"ENSG00000235863.1"	1
"3138"	"HINT2"	"ENSG00000137133.5"	2
"3139"	"RCVRN"	"ENSG00000109047.6"	17
"3140"	"RPL41"	"ENSG00000229117.4"	123
"3141"	"SHISA4"	"ENSG00000198892.6"	106
"3142"	"ACACB"	"ENSG00000076555.11"	108
"3143"	"CACNA1I"	"ENSG00000100346.13"	16
"3144"	"APBB3"	"ENSG00000113108.13"	13
"3145"	"PET112"	"ENSG00000059691.7"	14
"3146"	"ZNF608"	"ENSG00000168916.10"	106
"3147"	"GGT1"	"ENSG00000100031.14"	2
"3148"	"BMP4"	"ENSG00000125378.10"	17
"3149"	"FAM117A"	"ENSG00000121104.3"	33
"3150"	"XRCC5"	"ENSG00000079246.11"	123
"3151"	"NSUN6"	"ENSG00000241058.1"	3
"3152"	"PNMA1"	"ENSG00000176903.3"	117
"3153"	"SLC4A3"	"ENSG00000114923.12"	16
"3154"	"GABPB1-AS1"	"ENSG00000244879.2"	106
